,Official Symbol Interactor A,Official Symbol Interactor B
100,NPM1,CDKN1A
101,CDKN1A,NPM1
102,CDKN1A,NPM1
103,NOP56,NPM1
104,CENPA,NPM1
105,AFF1,NPM1
106,DYRK2,NPM1
107,TOP1,NPM1
108,CDKN2A,NPM1
109,CDK2,NPM1
110,SREK1,NPM1
111,SENP3,NPM1
112,SENP3,NPM1
113,NPM1,SENP3
114,SENP3,NPM1
115,NPM1,CDKN2A
116,NPM1,RB1
117,NPM1,PARP1
118,NPM1,HIST1H3A
119,NPM1,CENPA
120,NPM1,HIST1H3A
121,NPM1,HIST1H4A
122,NPM1,CENPA
123,NPM1,HIST1H3A
124,NPM1,HIST1H4A
125,CENPA,NPM1
126,HJURP,NPM1
127,CENPA,NPM1
128,ARRB1,NPM1
129,ARRB2,NPM1
130,SIRT7,NPM1
131,NCL,NPM1
132,NPM1,NPM3
133,NPM3,NPM1
134,NPM1,NPM1
135,NPM3,NPM1
136,NPM1,UBC
137,FBXO25,NPM1
138,IRF1,NPM1
139,IRF1,NPM1
140,CDKN2A,NPM1
141,CDKN2A,NPM1
142,CDKN2A,NPM1
143,CUL3,NPM1
144,CUL4A,NPM1
145,CUL5,NPM1
146,CUL2,NPM1
147,CUL1,NPM1
148,COPS5,NPM1
149,COPS6,NPM1
150,DCUN1D1,NPM1
151,CAND1,NPM1
152,MDM2,NPM1
153,MDM2,NPM1
154,TP53,NPM1
155,NPM1,TP53
156,NPM1,PA2G4
157,PA2G4,NPM1
158,PPP2R1A,NPM1
159,MID1,NPM1
160,CDKN2A,NPM1
161,GZF1,NPM1
162,APEX1,NPM1
163,COPS2,NPM1
164,NPM1,MDM2
165,MDM2,NPM1
166,NPM1,PLCG1
167,NPM1,GRB2
168,NPM1,PLCG1
169,FBXO6,NPM1
170,NPM1,TP53
171,NPM1,PA2G4
172,GAPDH,NPM1
173,SIAH1,NPM1
174,NPM1,GAPDH
175,NPM1,SIAH1
176,PTBP1,NPM1
177,SRSF1,NPM1
178,NPM1,APP
179,NPM1,NCL
180,HNRNPU,NPM1
181,NPM1,RPL14
182,DDX21,NPM1
183,NPM1,RPS6
184,NPM1,RPL24
185,NPM1,RPL6
186,NAP1L1,NPM1
187,HNRNPR,NPM1
188,NPM1,RPS4X
189,NPM3,NPM1
190,NPM1,PRPF6
191,LAMP2,NPM1
192,NPM1,SURF4
193,NPM1,RPL10L
194,NAP1L4,NPM1
195,NPM1,ZYX
196,CENPA,NPM1
197,ESR1,NPM1
198,NPM1,NUP62
199,NPM1,NUP50
200,NPM1,RPL5
201,NPM1,NCL
202,NPM1,TP53
203,TP53,NPM1
204,NPM1,TP53
205,YWHAE,NPM1
206,FMNL1,NPM1
207,NPM1,CPSF6
208,NPM1,HNRNPH1
209,NPM1,PAPOLG
210,NPM1,JUNB
211,NPM1,MC4R
212,NPM1,HIVEP2
213,NPM1,CPSF1
214,NPM1,CPSF2
215,NPM1,CPSF4
216,NPM1,CPSF3
217,CPSF1,NPM1
218,FN1,NPM1
219,VCAM1,NPM1
220,CSNK2A1,NPM1
221,NOS2,NPM1
222,UBL4A,NPM1
223,ITGA4,NPM1
224,HCVgp1,NPM1
225,CBX2,NPM1
226,CBX4,NPM1
227,CBX8,NPM1
228,PHB,NPM1
229,NPM1,EIF2AK2
230,EIF2AK2,NPM1
231,XPO1,NPM1
232,GZMM,NPM1
233,PAN2,NPM1
234,CD81,NPM1
235,IGSF8,NPM1
236,ICAM1,NPM1
237,PRKCZ,NPM1
238,NPM1,PRKCZ
239,NPM1,KIF11
240,NPM1,SQSTM1
241,NPM1,FLNA
242,NPM1,LLGL1
243,NPM1,HSP90AA1
244,NPM1,TRIM21
245,NPM1,TUBA1C
246,NPM1,HSP90AB1
247,NPM1,PARD6B
248,NPM1,CDC37
249,NPM1,TUBB3
250,NPM1,MRPL46
251,NPM1,KCTD2
252,NPM1,CLTC
253,NPM1,MRPL50
254,NPM1,VCP
255,NPM1,KCTD5
256,NPM1,MRPL12
257,NPM1,HSPA5
258,NPM1,NPM1
259,NPM1,PTRF
260,NPM1,MRPL52
261,NPM1,EEF1A1
262,NPM1,KCTD17
263,NPM1,TAB1
264,NPM1,BAG2
265,NPM1,ANXA2
266,NPM1,EIF5A
267,NPM1,PPIL4
268,NPM1,MRPL38
269,NPM1,STK38
270,NPM1,GAPDH
271,NPM1,FLNB
272,NPM1,LGALS1
273,NPM1,C1QBP
274,NPM1,COPB1
275,NPM1,MRPL37
276,NPM1,MRPL49
277,NPM1,KEAP1
278,NPM1,PRDX4
279,NPM1,WDR26
280,NPM1,PSMC4
281,NPM1,SDPR
282,NPM1,NPM3
283,NPM1,SLC25A3
284,NPM1,RPS12
285,NPM1,EEF1B2
286,NPM1,NIPSNAP1
287,NPM1,EEF1G
288,NPM1,MRPL39
289,NPM1,DDX3X
290,NPM1,RNH1
291,NPM1,OSBPL1A
292,NPM1,EIF3H
293,NPM1,MRPL54
294,NPM1,ENO1
295,NPM1,MYCBP
296,NPM1,MRPL18
297,NPM1,MAP1B
298,NPM1,PSMD1
299,NPM1,EEF1D
300,NPM1,DNAJC13
301,NPM1,HSPB1
302,NPM1,CFL1
303,NPM1,FLNC
304,NPM1,PPP1CC
305,NPM1,RPLP1
306,NPM1,CEP152
307,NPM1,SNRPD1
308,NPM1,ATP5A1
309,NPM1,ARHGAP5
310,NPM1,PRKAR1A
311,NPM1,MRPL53
312,NPM1,GID8
313,NPM1,YWHAZ
314,NPM1,CCT2
315,NPM1,EIF3E
316,NPM1,LAMB2
317,NPM1,DICER1
318,NPM1,CHCHD4
319,NPM1,MRPL19
320,NPM1,SNRPD2
321,NPM1,GRWD1
322,NPM1,TPR
323,NPM1,PSMD4
324,NPM1,PSMC5
325,NPM1,PPP2CA
326,NPM1,UNC5C
327,NPM1,SLC25A5
328,NPM1,PTPN14
329,NPM1,RPS5
330,NPM1,TTC27
331,NPM1,BOLA2
332,NPM1,EIF4A1
333,NPM1,TUFM
334,NPM1,S100A10
335,NPM1,IMPG1
336,NPM1,NUDT21
337,NPM1,UTRN
338,NPM1,MRPL44
339,NPM1,EIF3M
340,NPM1,MRPL43
341,NPM1,PKM
342,NPM1,IMPDH2
343,NPM1,TRRAP
344,NPM1,CHCHD6
345,NPM1,RANBP6
346,NPM1,EIF3I
347,NPM1,TAB2
348,NPM1,MRPL24
349,NPM1,YWHAE
350,NPM1,DZIP1
351,NPM1,IPO5
352,NPM1,AGR2
353,NPM1,MRPS30
354,NPM1,ICT1
355,NPM1,PRDX6
356,NPM1,TCP1
357,NPM1,RCOR1
358,NPM1,GRN
359,NPM1,TXN
360,NPM1,RPLP0
361,NPM1,PCBP1
362,NPM1,MRPL28
363,NPM1,MRPL10
364,NPM1,TAF3
365,NPM1,EPAS1
366,NPM1,CHCHD3
367,NPM1,TXNDC12
368,NPM1,ELMO2
369,NPM1,SRRT
370,NPM1,MRPL11
371,NPM1,EIF2S1
372,NPM1,SNRPF
373,NPM1,KTN1
374,NPM1,FGD6
375,NPM1,UQCRH
376,NPM1,RBBP4
377,NPM1,DNAJA1
378,NPM1,CTTN
379,NPM1,USP15
380,NPM1,NUDCD1
381,NPM1,RPS28
382,NPM1,JAK1
383,NPM1,PROS1
384,NPM1,PYGB
385,NPM1,KDR
386,NPM1,EEF2
387,NPM1,FASN
388,NPM1,AKAP11
389,NPM1,CSNK2B
390,NPM1,DNAJA2
391,NPM1,EIF3G
392,NPM1,DHX15
393,NPM1,MRPS26
394,NPM1,HNRNPA0
395,NPM1,DOCK4
396,NPM1,PRKCI
397,NPM1,VASP
398,NPM1,COPE
399,NPM1,SAMM50
400,NPM1,TEX15
401,NPM1,PSME3
402,NPM1,PPM1G
403,NPM1,COPG1
404,NPM1,CALU
405,NPM1,S100A11
406,NPM1,HSPA4
407,NPM1,PSMD12
408,NPM1,POLR2E
409,NPM1,TRIM28
410,NPM1,YBX1
411,NPM1,SLAIN2
412,NPM1,RPL10
413,NPM1,GOLGA2
414,NPM1,GOLGA3
415,NPM1,PRKCA
416,NPM1,IPO9
417,NPM1,PARK7
418,NPM1,SPIN1
419,NPM1,PPA1
420,NPM1,BANP
421,NPM1,DSTN
422,NPM1,HMGA1
423,NPM1,HMGA2
424,GNAI2,NPM1
425,HOXA7,NPM1
426,EIF3E,NPM1
427,ABCC1,NPM1
428,NPM1,PSMC4
429,NPM1,RELA
430,NPM1,UQCRH
431,ACY1,NPM1
432,YWHAQ,NPM1
433,TARDBP,NPM1
434,NPM1,YWHAQ
435,YWHAQ,NPM1
436,PARK2,NPM1
437,NPM1,KPNA1
438,ARMCX3,NPM1
439,LIMCH1,NPM1
440,OSBP,NPM1
441,NPM1,TRMT61A
442,rev,NPM1
443,RPA1,NPM1
444,RPA2,NPM1
445,RPA3,NPM1
446,ERG,NPM1
447,ERG,NPM1
448,LGR4,NPM1
449,NPM1,CDKN2A
450,STAU1,NPM1
451,NPM1,ELF4
452,NPM1,ELF4
453,ELF4,NPM1
454,AURKA,NPM1
455,TP53,NPM1
456,HUWE1,NPM1
457,FUS,NPM1
458,PA2G4,NPM1
459,COX8A,NPM1
460,NPM1,NPM2
461,MOV10,NPM1
462,NXF1,NPM1
463,PHF6,NPM1
464,CUL7,NPM1
465,OBSL1,NPM1
466,CCDC8,NPM1
467,PA2G4,NPM1
468,SIRT6,NPM1
469,CTCF,NPM1
470,ESR1,NPM1
471,EBNA1BP2,NPM1
472,NOL12,NPM1
473,RPL10A,NPM1
474,POP4,NPM1
475,ZNF22,NPM1
476,NSA2,NPM1
477,TAF1D,NPM1
478,RPL6,NPM1
479,USP36,NPM1
480,NIFK,NPM1
481,NPM1,RPL26L1
482,NPM1,NIP7
483,NPM1,RPL4
484,NPM1,RPF1
485,NPM1,CCDC137
486,NPM1,KNOP1
487,NPM1,RBM28
488,NPM1,RPL7A
489,NPM1,POP1
490,NPM1,DDX24
491,NPM1,FTSJ3
492,NPM1,DDX21
493,NPM1,RRS1
494,NPM1,HJURP
495,NPM1,ZNF668
496,NPM1,RPL3
497,NPM1,ZFP62
498,NPM1,ZNF512
499,NPM1,RPL5
500,NPM1,DDX56
501,NPM1,DDX27
502,NPM1,GLYR1
503,NPM1,MAK16
504,NPM1,CEBPZ
505,NPM1,RSL1D1
506,NPM1,HP1BP3
507,NPM1,REXO4
508,NPM1,DDX31
509,NPM1,MYBBP1A
510,NPM1,NOP16
511,NPM1,C3orf17
512,NPM1,RRP8
513,NPM1,GNL2
514,NPM1,PAPD5
515,NPM1,RSL24D1
516,NPM1,SURF6
517,NPM1,GTPBP4
518,NPM1,KIAA0020
519,NPM1,NOP2
520,NPM1,NVL
521,NPM1,GLTSCR2
522,NPM1,URB1
523,NPM1,RPL23A
524,NPM1,GPATCH4
525,NPM1,TEX10
526,NPM1,RPS8
527,NPM1,NOC3L
528,NPM1,BRIX1
529,NPM1,DDX54
530,NPM1,LYAR
531,NPM1,PWP1
532,NPM1,RBM34
533,NPM1,NMNAT1
534,NPM1,CENPC
535,NPM1,SENP5
536,NPM1,RPL36AL
537,NPM1,PAK1IP1
538,NPM1,ZNF800
539,NPM1,RPL7L1
540,NPM1,RPL37A
541,NPM1,RPF2
542,NPM1,PELP1
543,NPM1,NOC2L
544,NPM1,RPP40
545,NPM1,RBMX2
546,NPM1,H2AFX
547,NPM1,CENPV
548,NPM1,PPAN-P2RY11
549,NPM1,SDAD1
550,NPM1,RPP38
551,NPM1,RPP25
552,NPM1,NPM3
553,NPM1,SPTY2D1
554,NPM1,RPP25L
555,NPM1,POP7
556,RPS6KB2,NPM1
557,NPM3,NPM1
558,UTP15,NPM1
559,NTRK1,NPM1
560,EWSR1,NPM1
561,CLK1,NPM1
562,HIST1H3E,NPM1
563,HIST1H3E,NPM1
564,NPM1,BYSL
565,NPM1,CHD1
566,NPM1,DDX1
567,NPM1,DDX3X
568,NPM1,DECR1
569,NPM1,EIF1AX
570,NPM1,EIF4G2
571,NPM1,FBL
572,NPM1,FAU
573,NPM1,HIST1H1C
574,NPM1,HIST1H1D
575,NPM1,HIST1H1B
576,NPM1,HNRNPU
577,NPM1,EIF3E
578,NPM1,RPSA
579,NPM1,MKI67
580,NPM1,MPG
581,NPM1,NAP1L4
582,NPM1,RPL10A
583,HNRNPU,NPM1
584,RPL10,NPM1
585,NPM1,NVL
586,NPM1,PA2G4
587,NPM1,EXOSC10
588,NPM1,RPL3
589,NPM1,RPL4
590,NPM1,RPL5
591,NPM1,RPL6
592,NPM1,RPL7
593,NPM1,RPL7A
594,NPM1,RPL8
595,NPM1,RPL9
596,NPM1,RPL10
597,NPM1,RPL11
598,NPM1,RPL13
599,NPM1,RPL15
600,NPM1,RPL17
601,NPM1,RPL18
602,NPM1,RPL18A
603,NPM1,RPL19
604,NPM1,RPL21
605,NPM1,RPL22
606,NPM1,RPL23A
607,NPM1,RPL24
608,NPM1,RPL27
609,NPM1,RPL27A
610,NPM1,RPL29
611,NPM1,RPL32
612,NPM1,RPL37
613,NPM1,RPL37A
614,NPM1,RPL38
615,NPM1,RPS2
616,NPM1,RPS3
617,NPM1,RPS3A
618,NPM1,RPS4X
619,NPM1,RPS5
620,NPM1,RPS6
621,NPM1,RPS8
622,NPM1,RPS9
623,NPM1,RPS10
624,NPM1,RPS11
625,NPM1,RPS13
626,NPM1,RPS14
627,NPM1,RPS15
628,NPM1,RPS16
629,NPM1,RPS17
630,NPM1,RPS18
631,NPM1,RPS19
632,NPM1,RPS20
633,NPM1,RPS21
634,NPM1,RPS23
635,NPM1,RPS24
636,NPM1,RPS25
637,NPM1,RPS27
638,NPM1,RPS28
639,NPM1,RPS29
640,NPM1,SKIV2L
641,NPM1,SRP72
642,NPM1,XPC
643,NPM1,IFRD2
644,NPM1,HIST1H2BC
645,NPM1,HIST2H2BE
646,NPM1,SMARCA5
647,NPM1,CGGBP1
648,NPM1,EIF3A
649,NPM1,EIF3C
650,NPM1,PABPC4
651,NPM1,H1FX
652,NPM1,RPL14
653,NPM1,USP10
654,NPM1,TTC37
655,NPM1,JADE3
656,NPM1,KIAA0020
657,NPM1,ABCF2
658,NPM1,G3BP1
659,NPM1,NPM3
660,NPM1,GNB2L1
661,NPM1,EMG1
662,NPM1,MYBBP1A
663,NPM1,NOP56
664,NPM1,IGF2BP3
665,NPM1,PSIP1
666,NPM1,SUPT16H
667,NPM1,RPL35
668,NPM1,PDCD11
669,NPM1,LARP4B
670,NPM1,RRP12
671,NPM1,LARP1
672,NPM1,RPL13A
673,NPM1,GTPBP4
674,NPM1,RPL36
675,NPM1,MTHFD1L
676,NPM1,AHCTF1
677,NPM1,FAM98A
678,NPM1,SERBP1
679,NPM1,RSL1D1
680,NPM1,GNL3
681,NPM1,SND1
682,NPM1,NOB1
683,NPM1,GNL2
684,NPM1,HP1BP3
685,NPM1,RPS27L
686,NPM1,DDX47
687,NPM1,EIF3L
688,NPM1,RTCB
689,NPM1,TRMT112
690,NPM1,DHX29
691,NPM1,TEX10
692,NPM1,NSUN2
693,NPM1,MTPAP
694,NPM1,NAT10
695,NPM1,TSR1
696,NPM1,NKRF
697,NPM1,MEPCE
698,NPM1,BCCIP
699,NPM1,PNO1
700,NPM1,MRPS22
701,NPM1,DDX24
702,NPM1,WDR18
703,NPM1,SCAF1
704,NPM1,NOL6
705,NPM1,DDX50
706,NPM1,CCDC86
707,NPM1,MUS81
708,NPM1,DOT1L
709,NPM1,ZNF622
710,NPM1,DHX57
711,NPM1,H2AFV
712,NPM1,LARP4
713,NPM1,WBSCR22
714,Eif3a,NPM1
715,Eif3e,NPM1
716,Ktn1,NPM1
717,Rpl35,NPM1
718,Srp72,NPM1
719,Rrbp1,NPM1
720,GAN,NPM1
721,HEMGN,NPM1
722,HEMGN,NPM1
723,TMUB1,NPM1
724,TRIM28,NPM1
725,CRY1,NPM1
726,DNAJB4,NPM1
727,NPM1,DNAJB4
728,NPM1,DNAJB4
729,DNAJB4,NPM1
730,DNAJB4,NPM1
731,NPM1,DNAJB4
732,NPM1,NPM1
733,NPM1,NPM1
734,MCM2,NPM1
735,GLI1,NPM1
736,Mdm2,NPM1
737,RELA,NPM1
738,NPM1,RELA
739,NPM1,SP1
740,SP1,NPM1
741,NPM1,TFAP2A
742,RELA,NPM1
743,SP1,NPM1
744,TFAP2A,NPM1
745,TFAP2A,NPM1
746,U2AF2,NPM1
747,RC3H1,NPM1
748,EIF2S2,NPM1
749,C3orf17,NPM1
750,EGFR,NPM1
751,WWP2,NPM1
752,CD24,NPM1
753,CD24,NPM1
754,NPM1,CD24
755,NPM1,CD24
756,NPM1,CDKN2A
757,ZNF746,NPM1
758,USP36,NPM1
759,NPM2,NPM1
760,NPM1,C3orf17
761,NPM1,RPP25
762,H2AFX,NPM1
763,NPM1,RPP25L
764,POP4,NPM1
765,NPM1,RPL36AL
766,NPM1,RPP40
767,NPM1,NMNAT1
768,NPM1,RRP8
769,NPM1,ZNF800
770,NPM1,RPP38
771,NPM1,DDX31
772,NPM1,NPM3
773,NPM1,NVL
774,NPM1,RPL3
775,NPM1,RPL26L1
776,RRS1,NPM1
777,RPL37A,NPM1
778,NPM1,REXO4
779,NPM1,RPF1
780,NPM1,KIAA0020
781,NPM1,PAPD5
782,NPM1,FTSJ3
783,NPM1,SPTY2D1
784,NPM1,RPL7L1
785,NPM1,BRIX1
786,NPM1,DDX56
787,NPM1,POP7
788,NPM1,GLYR1
789,NPM1,NOC3L
790,ZNF22,NPM1
791,NPM1,SENP5
792,NPM1,URB1
793,NPM1,PPAN-P2RY11
794,NPM1,HJURP
795,NPM1,NOP2
796,NPM1,GLTSCR2
797,NPM1,GTPBP4
798,NPM1,DDX24
799,NPM1,MYBBP1A
800,NPM1,RPF2
801,NPM1,RPL4
802,NPM1,DDX21
803,NPM1,TEX10
804,NPM1,DDX27
805,NPM1,RBM34
806,RPL10A,NPM1
807,NPM1,GNL2
808,NPM1,NOC2L
809,NPM1,POP1
810,NPM1,RBM28
811,EBNA1BP2,NPM1
812,RPL8,NPM1
813,NPM1,RPL23A
814,NPM1,SURF6
815,NPM1,ZFP62
816,NPM1,DDX51
817,NPM1,RPL7A
818,NPM1,CCDC137
819,NPM1,MAK16
820,NPM1,NCL
821,TAF1D,NPM1
822,NPM1,CENPC
823,CYLD,NPM1
824,EIF2AK2,NPM1
825,EIF2AK2,NPM1
826,EIF2AK2,NPM1
827,NPM1,EIF2AK2
828,EIF2AK2,NPM1
829,FANCC,NPM1
830,NPM1,TP53
831,NPM1,CDKN1A
832,INO80B,NPM1
